Czas [s],P1[kPa],P2[[kPa],T[C],F[m^3/h],CV[%],X[%],PV[%]
2803,627.8388,352.8694,96.27595,369.9634,33.67521,32.99145,49.05983
2804,629.7924,347.9853,96.30037,370.9402,32.91819,32.91819,48.86447
2805,628.5714,363.1258,96.30037,371.0623,33.65079,32.69841,49.15751
2806,622.9548,353.1136,96.30037,371.4286,33.04029,32.52747,48.84005
2807,629.0598,357.265,96.30037,372.2833,33.52869,32.60073,49.15751
2808,623.4432,356.044,96.27595,373.0159,32.99145,32.40537,48.69353
2809,629.5482,355.0672,96.27595,372.7717,33.69963,32.55189,49.27961
2810,630.525,358.486,96.30037,372.7717,33.43101,32.45421,48.96215
2811,634.6764,363.6142,96.30037,372.2833,33.72405,33.11355,49.47497
2812,626.3736,357.0208,96.27595,371.1844,33.84615,32.79609,49.15751
2813,634.6764,354.5788,96.30037,370.0855,33.99267,33.62637,49.47497
2814,635.1648,343.5897,96.27595,368.6203,34.13919,33.35775,49.37729
2815,638.0952,349.6948,96.27595,367.7656,33.67521,33.06471,49.20635
2816,638.0952,342.6129,96.27595,367.2772,33.40659,33.28449,49.01099
2817,632.4786,352.1368,96.27595,366.4225,32.79609,33.01587,48.54701
2818,625.8852,358.486,96.27595,368.254,33.04029,32.91819,48.71795
2819,621.4896,352.381,96.30037,372.0391,32.50305,32.13675,48.71795
2820,618.0708,363.8584,96.27595,373.7485,33.38217,32.08791,48.96215
2821,624.1758,359.4628,96.27595,376.4347,32.82051,31.77045,48.69353
2822,624.6642,361.9048,96.27595,375.8242,33.11355,32.28327,49.01099
2823,627.1062,355.0672,96.25153,375.0916,32.74725,32.16117,48.49817
2824,625.3968,354.5788,96.27595,375.2137,33.08913,32.50305,48.88889
2825,623.199,351.6484,96.25153,374.7253,32.74725,32.35653,48.49817
2826,625.8852,354.5788,96.27595,374.9695,32.99145,32.35653,49.03541
2827,621.0012,356.2882,96.30037,375.3358,33.69963,31.67277,49.25519
2828,625.641,352.381,96.27595,375.4579,33.52869,32.33211,49.23077
2829,632.2344,350.4274,96.27595,371.917,33.55311,32.67399,49.15751
2830,629.0598,350.4274,96.30037,369.1087,32.84493,32.84493,48.84005
2831,627.1062,357.5092,96.30037,368.6203,33.45543,32.94261,48.93773
2832,626.1294,360.928,96.27595,371.5507,32.94261,32.42979,48.91331
2833,624.6642,354.3346,96.27595,372.4054,33.45543,32.21001,49.08425
2834,626.1294,358.7302,96.30037,373.3822,32.57631,32.45421,48.52259
2835,624.1758,363.1258,96.30037,373.0159,33.08913,32.01465,48.91331
2836,625.641,354.3346,96.32479,372.1612,32.74725,32.45421,48.57143
2837,623.9316,354.3346,96.30037,373.0159,33.13797,32.03907,48.98657
2838,624.6642,365.812,96.27595,375.7021,33.08913,31.94139,48.74237
2839,628.5714,359.2186,96.30037,374.9695,33.28449,32.57631,49.15751
2840,628.5714,357.7534,96.32479,373.9927,33.18681,32.77167,48.91331
2841,624.6642,353.1136,96.27595,373.6264,33.13797,32.52747,49.10867
2842,627.1062,359.2186,96.30037,373.5043,33.40659,32.01465,49.05983
2843,624.1758,357.9976,96.32479,373.138,32.94261,32.25885,48.96215
2844,625.641,359.707,96.30037,372.8938,33.13797,32.42979,48.98657
2845,625.641,356.7766,96.27595,373.138,32.89377,32.47863,48.88889
2846,618.315,358.2418,96.32479,373.8706,33.52869,31.79487,49.13309
2847,622.2222,355.5556,96.32479,374.9695,32.79609,32.03907,48.66911
2848,622.7106,361.6606,96.30037,375.2137,33.43101,32.06349,49.13309
2849,624.1758,354.0904,96.30037,373.9927,33.43101,32.18559,49.15751
2850,631.5018,351.4042,96.30037,373.5043,34.38339,32.57631,49.81685
2851,637.3626,346.7643,96.30037,372.0391,34.28571,33.08913,49.35287
2852,641.2698,350.4274,96.30037,365.5678,34.13919,33.79731,49.74359
2853,636.63,342.6129,96.32479,363.9805,33.84615,33.91941,49.30403
2854,629.7924,347.9853,96.30037,363.9805,33.62637,32.94261,49.57265
2855,630.7692,349.4505,96.32479,366.5446,34.18803,33.16239,49.62149
2856,638.0952,354.5788,96.30037,367.1551,34.16361,32.99145,49.81685
2857,637.6068,347.2527,96.30037,366.3004,34.40781,33.57753,49.86569
2858,640.7814,354.3346,96.30037,365.3236,34.13919,33.62637,49.79243
2859,640.7814,349.6948,96.30037,364.4689,34.94506,33.67521,49.93895
2860,647.1306,350.6716,96.32479,364.3468,34.09035,33.91941,49.59707
2861,643.7118,353.8462,96.30037,363.2479,34.33455,33.72405,49.64591
2862,640.0488,352.8694,96.30037,361.7827,33.50427,33.96825,49.10867
2863,631.5018,356.5324,96.30037,363.7363,34.04151,32.99145,49.59707
2864,634.6764,354.5788,96.27595,367.3993,33.89499,33.16239,49.45055
2865,634.6764,350.6716,96.32479,367.6435,34.60318,33.06471,49.91453
2866,641.2698,347.7411,96.30037,367.1551,34.23687,33.82173,49.40171
2867,642.9792,356.2882,96.32479,363.4921,34.13919,33.79731,49.76801
2868,638.8278,350.4274,96.30037,363.0037,34.52992,33.87057,49.74359
2869,639.5604,352.381,96.30037,363.0037,34.35897,33.43101,49.79243
2870,640.0488,343.3455,96.30037,363.6142,34.16361,33.57753,49.40171
2871,640.5372,351.4042,96.30037,363.4921,33.60195,33.45543,49.37729
2872,635.6532,355.3114,96.34921,363.6142,34.31013,33.65079,49.49939
2873,631.5018,349.6948,96.30037,365.0794,33.60195,33.08913,49.25519
2874,631.9902,352.8694,96.30037,365.812,33.84615,33.35775,49.32845
2875,633.4554,354.5788,96.30037,366.9109,32.99145,32.69841,48.86447
2876,633.6996,355.0672,96.32479,367.1551,33.60195,32.69841,49.25519
2877,627.3504,355.7998,96.32479,368.7424,33.50427,32.62515,49.20635
2878,630.7692,357.9976,96.30037,370.2076,34.23687,32.55189,49.62149
2879,640.0488,352.1368,96.32479,369.8413,33.45543,33.28449,48.96215
2880,635.409,341.6361,96.27595,367.2772,33.26007,33.55311,49.03541
2881,630.2808,348.4737,96.30037,366.5446,33.30891,33.47985,48.96215
2882,626.1294,355.7998,96.30037,368.3761,33.35775,32.62515,49.18193
2883,627.3504,351.6484,96.30037,371.0623,33.38217,32.50305,49.05983
2884,623.6874,346.5201,96.32479,371.7949,32.94261,32.74725,48.98657
2885,627.1062,348.9621,96.30037,372.2833,33.08913,32.33211,48.71795
2886,620.0244,352.381,96.30037,372.6496,32.35653,32.35653,48.54701
2887,617.094,360.6838,96.30037,374.7253,33.33333,32.40537,49.03541
2888,623.9316,366.0562,96.32479,375.9463,33.18681,32.28327,49.20635
2889,627.5946,357.0208,96.32479,376.4347,33.94383,32.50305,49.59707
2890,637.1184,349.2063,96.32479,373.3822,33.60195,32.55189,49.05983
2891,632.967,354.5788,96.30037,369.3529,33.50427,33.23565,49.08425
2892,630.7692,354.0904,96.32479,368.6203,32.64957,32.99145,48.64469
2893,621.2454,362.149,96.32479,370.0855,32.99145,32.25885,49.05983
2894,623.9316,366.3004,96.30037,373.7485,33.26007,31.99023,48.98657
2895,628.083,354.0904,96.30037,375.8242,33.45543,32.06349,49.54823
2896,629.7924,357.7534,96.32479,374.4811,34.04151,32.77167,49.32845
2897,635.1648,345.7875,96.32479,372.1612,33.43101,33.04029,49.18193
2898,638.5836,350.9158,96.30037,369.3529,33.40659,33.35775,48.81563
2899,630.2808,352.8694,96.32479,368.6203,32.40537,32.60073,48.62027
2900,626.1294,366.3004,96.32479,369.8413,33.11355,32.50305,48.88889
2901,619.536,360.1954,96.32479,373.9927,32.89377,32.11233,48.96215
2902,624.6642,364.1026,96.32479,375.7021,33.47985,32.30769,49.05983
2903,630.2808,355.0672,96.30037,374.9695,32.50305,32.62515,48.42491
2904,630.525,355.3114,96.30037,373.0159,32.86935,32.50305,48.81563
2905,626.862,354.3346,96.32479,372.1612,32.69841,32.79609,48.64469
2906,619.7802,365.812,96.32479,374.8474,33.13797,31.72161,48.98657
2907,625.1526,367.2772,96.30037,377.1673,32.55189,31.84371,48.52259
2908,622.2222,362.6374,96.30037,376.4347,32.28327,32.21001,48.66911
2909,625.1526,362.6374,96.32479,375.4579,32.45421,32.08791,48.40049
2910,617.094,368.9866,96.32479,376.801,32.18559,31.77045,48.57143
2911,617.5824,370.2076,96.32479,378.5104,32.64957,31.47741,48.47375
2912,617.8266,366.3004,96.32479,380.0977,32.11233,31.52625,48.52259
2913,621.4896,366.5446,96.32479,379.9756,32.79609,31.79487,48.66911
2914,620.757,369.2308,96.34921,378.9988,32.40537,31.72161,48.76679
2915,620.2686,357.265,96.34921,378.6325,33.35775,32.06349,49.20635
2916,627.3504,357.9976,96.32479,378.022,32.89377,32.13675,48.74237
2917,621.0012,359.4628,96.30037,373.8706,32.96703,32.23443,48.71795
2918,627.1062,363.6142,96.32479,373.9927,32.18559,32.13675,48.32723
2919,619.2918,364.8352,96.32479,374.7253,32.74725,32.03907,49.01099
2920,618.0708,360.928,96.34921,375.3358,33.13797,31.52625,48.81563
2921,621.978,359.707,96.32479,375.2137,33.23565,32.06349,49.32845
2922,628.5714,358.7302,96.34921,373.9927,33.69963,32.18559,49.35287
2923,634.4322,351.4042,96.34921,373.0159,33.52869,33.18681,49.59707
2924,634.4322,357.265,96.34921,371.1844,33.35775,32.77167,48.98657
2925,630.525,361.1722,96.30037,369.7192,32.84493,33.38217,49.15751
2926,623.4432,358.486,96.34921,370.3297,33.74847,32.08791,49.54823
2927,626.1294,361.6606,96.34921,372.8938,33.23565,32.40537,49.27961
2928,629.304,357.5092,96.32479,373.0159,33.69963,32.67399,49.18193
2929,630.525,353.1136,96.32479,372.2833,32.89377,32.96703,48.93773
2930,637.6068,347.2527,96.32479,370.3297,33.79731,32.94261,49.52381
2931,632.2344,349.2063,96.34921,369.3529,33.33333,32.89377,49.08425
2932,627.5946,355.5556,96.34921,369.3529,32.99145,32.91819,48.79121
2933,622.7106,361.4164,96.34921,370.696,32.13675,31.99023,48.15629
2934,616.8498,367.033,96.37363,373.7485,31.99023,31.67277,48.42491
2935,607.5702,363.8584,96.32479,378.6325,31.94139,31.03785,48.18071
2936,611.7216,363.6142,96.32479,381.0745,31.99023,30.81807,48.59585
2937,615.873,370.9402,96.32479,381.4408,32.69841,31.50183,48.57143
2938,623.4432,358.7302,96.32479,380.2198,32.40537,31.69719,48.81563
2939,625.1526,360.4396,96.34921,377.4115,32.84493,31.84371,48.81563
2940,619.536,358.486,96.32479,376.801,32.33211,32.01465,48.69353
2941,617.3382,363.8584,96.34921,376.801,32.84493,31.64835,48.79121
2942,619.7802,363.37,96.34921,377.1673,32.45421,31.15995,48.76679
2943,621.7338,363.6142,96.37363,377.1673,33.28449,31.99023,49.05983
2944,622.7106,351.8926,96.34921,376.3126,32.50305,32.47863,48.54701
2945,626.1294,359.2186,96.32479,375.58,32.74725,32.33211,48.81563
2946,625.1526,362.3932,96.37363,374.9695,32.33211,32.55189,48.47375
2947,614.8962,365.812,96.39805,375.8242,32.64957,31.72161,49.10867
2948,621.0012,371.917,96.32479,377.1673,33.38217,31.86813,49.49939
2949,633.9438,356.2882,96.34921,377.1673,34.21245,32.40537,50.25641
2950,637.851,352.1368,96.34921,372.4054,34.60318,33.23565,49.71917
2951,642.735,347.7411,96.37363,364.3468,33.65079,33.47985,49.54823
2952,643.7118,343.5897,96.32479,362.3932,33.62637,33.91941,49.30403
2953,636.1416,358.2418,96.32479,362.6374,33.08913,33.35775,49.20635
2954,626.6178,354.823,96.32479,366.7888,33.38217,32.99145,49.10867
2955,629.304,356.7766,96.32479,369.8413,32.74725,32.21001,48.96215
2956,625.3968,358.486,96.32479,370.696,33.38217,32.45421,49.25519
2957,629.7924,360.4396,96.34921,373.7485,32.64957,32.08791,48.49817
2958,624.9084,352.381,96.32479,374.7253,32.42979,31.99023,48.59585
2959,620.757,359.2186,96.34921,375.4579,31.74603,32.18559,48.05861
2960,612.6984,364.8352,96.32479,377.2894,31.99023,31.50183,48.59585
2961,610.0122,368.7424,96.34921,380.3419,32.28327,31.15995,48.54701
2962,614.652,360.6838,96.32479,381.5629,32.69841,31.57509,49.08425
2963,622.7106,356.044,96.34921,379.4872,33.18681,32.03907,49.15751
2964,624.9084,357.0208,96.32479,376.5568,33.23565,32.16117,49.71917
2965,630.0366,354.823,96.34921,374.1148,34.18803,32.79609,49.74359
2966,637.851,352.8694,96.32479,372.0391,33.69963,33.26007,49.62149
2967,635.6532,355.3114,96.32479,369.5971,33.74847,33.08913,49.27961
2968,635.409,352.381,96.32479,368.8645,32.47863,32.89377,48.86447
2969,626.6178,354.823,96.34921,368.9866,32.79609,32.67399,48.76679
2970,619.536,358.486,96.32479,371.5507,32.13675,32.30769,48.25397
2971,612.6984,363.37,96.32479,376.3126,32.33211,31.52625,48.66911
2972,616.1172,366.0562,96.34921,378.8767,32.40537,31.57509,48.62027
2973,623.9316,355.5556,96.34921,379.3651,33.08913,31.25763,49.52381
2974,630.7692,355.7998,96.34921,376.5568,33.94383,32.52747,49.64591
2975,634.9206,349.2063,96.34921,373.0159,34.09035,33.23565,49.84127
2976,638.5836,351.6484,96.34921,368.4982,33.33333,33.18681,48.98657
2977,639.5604,354.0904,96.34921,365.5678,32.64957,33.67521,49.18193
2978,629.5482,357.265,96.34921,366.0562,33.13797,32.77167,49.25519
2979,624.6642,362.8816,96.32479,369.5971,32.82051,32.45421,49.03541
2980,620.757,360.6838,96.34921,373.3822,33.21123,32.08791,49.05983
2981,621.7338,359.9512,96.37363,374.8474,32.79609,31.89255,49.13309
2982,622.2222,357.9976,96.32479,374.9695,33.69963,32.60073,49.40171
2983,630.7692,348.9621,96.34921,374.359,33.08913,32.42979,49.15751
2984,631.9902,353.8462,96.34921,372.2833,33.52869,32.55189,49.35287
2985,631.0134,355.5556,96.34921,371.4286,32.84493,32.99145,48.86447
2986,629.304,367.7656,96.34921,370.8181,33.04029,32.60073,49.20635
2987,622.9548,361.6606,96.34921,372.1612,33.04029,32.11233,48.96215
2988,627.1062,358.7302,96.37363,373.6264,33.38217,32.47863,49.54823
2989,628.3272,348.9621,96.34921,374.1148,33.50427,32.72283,49.13309
2990,629.304,352.8694,96.34921,372.5275,33.04029,32.77167,49.25519
2991,632.967,358.9744,96.34921,370.9402,32.99145,32.57631,48.84005
2992,623.4432,362.8816,96.37363,371.3065,32.18559,32.55189,48.76679
2993,620.0244,369.7192,96.37363,374.4811,32.64957,31.99023,48.84005
2994,616.8498,368.0098,96.37363,377.5336,32.67399,31.50183,49.40171
2995,622.7106,359.4628,96.37363,378.1441,34.18803,31.72161,49.81685
2996,634.4322,351.6484,96.34921,375.0916,33.40659,33.06471,49.27961
2997,632.2344,355.5556,96.37363,371.0623,33.55311,32.74725,49.30403
2998,630.7692,351.16,96.39805,370.0855,32.89377,32.86935,48.93773
2999,627.1062,362.8816,96.34921,371.3065,33.35775,32.45421,49.62149
3000,625.8852,360.1954,96.34921,373.3822,33.89499,32.01465,49.74359
3001,634.9206,350.9158,96.37363,372.6496,34.23687,32.79609,50.10989
3002,637.6068,348.2295,96.34921,367.8877,34.09035,33.28449,49.40171
3003,636.3858,351.8926,96.37363,365.6899,33.33333,33.40659,49.52381
3004,635.409,354.3346,96.37363,364.591,33.79731,33.35775,49.47497
3005,632.2344,359.707,96.37363,366.0562,33.28449,32.47863,49.49939
3006,628.8156,361.1722,96.37363,367.7656,33.33333,32.64957,49.03541
3007,626.862,364.591,96.39805,370.4518,32.45421,32.86935,48.81563
3008,619.536,359.2186,96.39805,372.4054,32.94261,31.69719,48.93773
3009,620.0244,369.475,96.37363,375.0916,32.60073,32.13675,48.84005
3010,621.0012,360.6838,96.39805,375.7021,32.94261,31.72161,48.98657
3011,625.1526,357.7534,96.39805,376.0684,32.33211,32.01465,48.47375
3012,623.6874,364.1026,96.34921,376.1905,32.69841,31.81929,48.91331
3013,619.536,369.475,96.39805,376.4347,32.45421,32.08791,48.66911
3014,613.1868,366.3004,96.39805,377.7778,32.45421,31.72161,48.91331
3015,616.8498,365.812,96.39805,378.3883,32.50305,31.84371,48.57143
3016,619.2918,360.4396,96.37363,378.5104,32.18559,31.47741,48.84005
3017,617.8266,363.37,96.39805,378.6325,32.28327,31.84371,48.47375
3018,617.5824,368.254,96.37363,378.8767,31.89255,31.62393,48.66911
3019,614.652,375.3358,96.42247,379.1209,32.74725,31.28205,49.01099
3020,616.1172,361.4164,96.39805,379.8535,32.84493,31.25763,49.25519
3021,628.083,357.5092,96.34921,379.243,33.38217,32.33211,49.27961
3022,628.8156,354.5788,96.34921,374.2369,32.84493,32.47863,48.91331
3023,631.5018,352.8694,96.42247,372.6496,32.89377,33.18681,48.93773
3024,621.978,357.5092,96.37363,371.917,32.18559,32.84493,48.44933
3025,613.431,367.7656,96.39805,374.4811,32.18559,31.86813,48.62027
3026,616.3614,365.3236,96.37363,379.4872,31.89255,31.62393,48.18071
3027,610.7448,367.033,96.37363,381.5629,31.69719,31.30647,48.49817
3028,613.1868,374.359,96.37363,382.7839,31.79487,31.18437,48.15629
3029,610.0122,369.7192,96.39805,383.2723,31.74603,30.94017,48.84005
3030,614.652,369.2308,96.34921,383.5165,32.69841,30.74481,48.91331
3031,625.641,355.5556,96.39805,379.9756,32.69841,31.99023,49.25519
3032,623.9316,361.9048,96.37363,378.022,33.13797,31.52625,49.08425
3033,627.8388,353.602,96.37363,376.5568,32.50305,32.23443,49.05983
3034,623.4432,355.7998,96.37363,373.9927,33.30891,32.35653,49.32845
3035,621.978,353.1136,96.37363,373.8706,32.84493,32.33211,49.15751
3036,627.3504,360.1954,96.37363,373.9927,33.38217,32.50305,49.23077
3037,626.6178,353.8462,96.37363,374.2369,32.62515,32.28327,48.81563
3038,626.3736,356.2882,96.37363,374.1148,32.94261,32.35653,49.30403
3039,625.3968,362.149,96.37363,374.4811,32.84493,32.16117,49.03541
3040,623.6874,363.1258,96.39805,375.0916,33.06471,31.84371,49.40171
3041,625.1526,360.4396,96.39805,375.2137,32.89377,32.45421,48.76679
3042,624.42,357.5092,96.39805,374.9695,32.55189,32.18559,49.40171
3043,621.0012,360.6838,96.39805,375.0916,33.65079,31.99023,49.69475
3044,625.1526,357.265,96.42247,375.3358,33.94383,31.89255,50.20757
3045,635.8974,350.4274,96.39805,373.5043,34.45665,33.04029,49.91453
3046,638.8278,347.2527,96.42247,367.033,33.65079,33.69963,49.91453
3047,636.3858,347.0085,96.42247,365.2015,34.28571,33.79731,49.91453
3048,638.3394,347.7411,96.32479,364.4689,33.79731,33.43101,49.67033
3049,632.967,350.1832,96.39805,365.0794,34.04151,32.94261,49.71917
3050,635.8974,350.9158,96.39805,366.4225,33.40659,32.82051,49.32845
3051,634.188,355.5556,96.37363,366.9109,33.52869,32.94261,49.62149
3052,629.0598,359.4628,96.39805,368.7424,33.55311,32.67399,49.35287
3053,627.1062,358.7302,96.44689,369.8413,33.55311,32.89377,49.64591
3054,627.1062,357.265,96.42247,369.9634,33.28449,32.55189,49.01099
3055,632.7228,355.3114,96.37363,370.2076,32.62515,32.69841,49.42613
3056,623.9316,361.4164,96.37363,371.5507,33.33333,32.30769,49.27961
3057,624.42,360.4396,96.39805,373.0159,33.08913,32.13675,49.71917
3058,628.3272,352.8694,96.42247,373.5043,33.94383,32.50305,49.71917
3059,635.6532,352.6252,96.39805,371.0623,33.60195,32.64957,49.81685
3060,636.1416,350.4274,96.37363,369.2308,34.23687,33.21123,49.54823
3061,642.0024,346.0317,96.39805,367.6435,33.13797,32.96703,49.25519
3062,634.4322,350.9158,96.42247,364.7131,33.45543,33.16239,49.30403
3063,630.2808,356.7766,96.42247,365.4457,32.84493,32.91819,48.91331
3064,620.5128,360.4396,96.42247,371.0623,32.89377,32.50305,49.15751
3065,622.2222,365.812,96.39805,374.1148,32.89377,31.84371,49.01099
3066,623.4432,362.6374,96.42247,375.3358,33.08913,32.23443,49.30403
3067,625.1526,359.4628,96.39805,375.0916,32.94261,32.25885,48.79121
3068,628.8156,356.7766,96.47131,374.7253,32.60073,32.33211,49.32845
3069,619.536,367.2772,96.39805,374.4811,33.45543,32.42979,49.47497
3070,628.8156,361.1722,96.39805,375.7021,33.60195,32.11233,49.93895
3071,634.4322,354.0904,96.42247,373.7485,34.23687,33.06471,49.79243
3072,637.851,356.7766,96.39805,369.8413,33.79731,33.30891,49.96337
3073,631.746,354.3346,96.39805,367.5214,34.70086,33.43101,50.10989
3074,642.2466,348.9621,96.42247,366.4225,34.06593,33.40659,49.74359
3075,642.9792,349.2063,96.39805,365.0794,33.89499,33.18681,49.25519
3076,635.8974,351.8926,96.42247,364.591,32.69841,33.28449,48.84005
3077,626.862,360.6838,96.42247,365.9341,32.94261,32.99145,49.30403
3078,621.4896,361.6606,96.39805,370.9402,33.38217,32.01465,49.18193
3079,624.42,354.3346,96.42247,373.2601,33.45543,32.16117,49.52381
3080,628.083,356.2882,96.42247,373.2601,33.23565,32.79609,48.84005
3081,630.525,354.3346,96.42247,371.917,32.50305,33.16239,48.91331
3082,623.199,360.928,96.42247,371.5507,32.47863,32.42979,48.40049
3083,619.536,374.359,96.39805,373.5043,31.99023,31.94139,48.93773
3084,614.652,367.5214,96.42247,378.8767,32.84493,31.40415,48.96215
3085,621.7338,361.4164,96.44689,379.7314,32.50305,31.69719,49.13309
3086,624.9084,359.707,96.42247,379.1209,33.08913,31.99023,48.93773
3087,627.8388,357.5092,96.39805,377.5336,32.35653,32.16117,48.76679
3088,627.8388,365.3236,96.42247,375.4579,32.67399,32.42979,48.88889
3089,621.2454,357.9976,96.44689,375.0916,32.45421,31.99023,48.71795
3090,619.536,362.3932,96.42247,376.6789,32.69841,31.59951,49.03541
3091,620.757,363.6142,96.42247,378.1441,32.45421,31.99023,48.66911
3092,620.2686,358.7302,96.42247,377.6557,32.64957,32.11233,49.20635
3093,621.4896,358.9744,96.39805,377.4115,33.04029,32.08791,48.91331
3094,624.1758,361.6606,96.39805,377.5336,32.50305,32.64957,48.88889
3095,623.9316,361.6606,96.39805,376.6789,32.28327,32.33211,48.30281
3096,620.5128,370.4518,96.44689,376.5568,31.30647,31.64835,48.10745
3097,611.4774,367.7656,96.42247,378.1441,31.33089,31.50183,47.93651
3098,606.8376,369.9634,96.42247,381.8071,31.11111,30.94017,48.52259
3099,601.7094,373.8706,96.42247,384.8596,32.55189,30.37851,49.03541
3100,613.9194,370.4518,96.44689,386.3248,32.74725,30.76923,49.10867
3101,624.42,360.1954,96.44689,383.2723,33.11355,31.62393,49.15751
3102,624.9084,361.9048,96.42247,374.359,32.79609,32.23443,49.03541
3103,627.3504,362.8816,96.42247,373.5043,33.18681,32.38095,49.40171
3104,628.3272,366.5446,96.42247,373.2601,33.08913,32.60073,48.98657
3105,628.5714,358.9744,96.44689,373.138,32.89377,32.38095,49.27961
3106,622.9548,362.8816,96.44689,373.138,32.89377,32.28327,48.84005
3107,619.7802,362.149,96.44689,374.1148,32.45421,31.91697,49.18193
3108,620.2686,370.2076,96.44689,375.3358,32.69841,31.25763,48.76679
3109,617.3382,362.3932,96.42247,377.0452,32.18559,31.62393,48.98657
3110,618.8034,370.4518,96.42247,377.5336,32.60073,31.74603,48.76679
3111,617.094,363.8584,96.47131,378.022,32.16117,31.81929,48.79121
3112,615.6288,363.37,96.42247,378.2662,32.84493,31.72161,48.91331
3113,616.6056,360.928,96.42247,378.8767,32.30769,31.69719,48.88889
3114,621.0012,370.4518,96.42247,378.5104,33.04029,31.84371,49.35287
3115,623.199,356.7766,96.42247,377.5336,33.04029,32.50305,49.30403
3116,627.1062,351.6484,96.42247,375.58,33.62637,32.57631,49.59707
3117,632.4786,347.2527,96.44689,372.0391,33.28449,33.04029,49.03541
3118,631.2576,352.381,96.42247,369.3529,32.79609,32.86935,49.49939
3119,621.7338,354.5788,96.42247,370.0855,33.47985,33.11355,49.45055
3120,625.3968,354.3346,96.42247,372.4054,33.45543,32.25885,49.84127
3121,632.2344,349.4505,96.42247,372.4054,33.84615,32.99145,49.35287
3122,632.967,349.4505,96.42247,369.7192,32.89377,33.33333,49.37729
3123,632.4786,355.7998,96.42247,368.7424,33.23565,33.06471,49.40171
3124,628.8156,362.8816,96.42247,368.8645,33.45543,32.50305,49.81685
3125,628.083,354.0904,96.42247,370.0855,34.21245,32.25885,49.98779
3126,638.0952,348.9621,96.44689,370.0855,33.69963,33.11355,49.64591
3127,635.409,345.0549,96.39805,367.5214,33.84615,33.62637,49.52381
3128,630.2808,352.8694,96.44689,366.6667,33.08913,32.94261,49.08425
3129,626.3736,358.486,96.42247,368.4982,33.30891,32.38095,49.42613
3130,623.9316,365.3236,96.39805,371.0623,33.33333,32.50305,49.25519
3131,626.1294,358.2418,96.42247,371.6728,33.08913,32.01465,49.27961
3132,628.5714,357.265,96.42247,371.5507,32.89377,32.94261,48.66911
3133,617.094,364.3468,96.44689,371.7949,32.16117,31.81929,49.23077
3134,619.7802,372.6496,96.47131,375.3358,32.94261,31.52625,49.20635
3135,622.4664,357.0208,96.44689,376.801,32.99145,32.01465,49.81685
3136,625.8852,352.6252,96.44689,376.4347,34.11477,32.45421,49.74359
3137,635.1648,345.7875,96.47131,370.5739,33.60195,32.84493,49.69475
3138,635.6532,352.1368,96.47131,368.1319,33.84615,33.35775,49.47497
3139,632.4786,357.5092,96.47131,367.8877,32.89377,32.99145,49.03541
3140,624.6642,359.4628,96.47131,368.6203,32.99145,32.50305,49.30403
3141,626.3736,364.591,96.47131,372.7717,32.84493,32.11233,49.25519
3142,622.9548,364.1026,96.47131,374.2369,33.40659,32.40537,49.98779
3143,627.3504,361.4164,96.44689,374.7253,34.09035,31.91697,49.86569
3144,639.3162,350.1832,96.47131,372.4054,34.13919,32.89377,50.08547
3145,636.1416,340.9035,96.47131,365.0794,33.94383,33.57753,49.35287
3146,640.7814,351.4042,96.47131,363.37,33.13797,33.30891,49.54823
3147,628.3272,366.5446,96.47131,364.3468,33.40659,33.04029,49.30403
3148,628.083,359.2186,96.47131,368.254,32.94261,32.84493,49.54823
3149,625.3968,365.0794,96.49573,371.0623,33.50427,32.35653,49.18193
3150,625.641,357.265,96.47131,372.5275,32.50305,32.42979,48.84005
3151,626.862,356.2882,96.49573,372.2833,32.55189,32.57631,48.69353
3152,620.0244,368.0098,96.47131,372.8938,31.69719,32.21001,48.47375
3153,614.652,374.6032,96.47131,376.1905,32.11233,31.08669,48.86447
3154,614.1636,368.4982,96.49573,380.5861,32.35653,31.01343,49.01099
3155,619.0476,369.2308,96.47131,381.3187,33.28449,31.57509,49.54823
3156,627.1062,364.8352,96.49573,379.7314,33.47985,31.72161,49.18193
3157,631.0134,354.3346,96.49573,374.4811,32.99145,31.99023,49.47497
3158,631.0134,361.4164,96.47131,372.2833,33.28449,34.35897,49.25519
3159,624.1758,364.591,96.47131,371.7949,32.89377,32.45421,49.57265
3160,625.3968,365.3236,96.52015,372.6496,33.38217,32.60073,49.30403
3161,622.2222,362.3932,96.52015,373.2601,32.99145,32.86935,49.62149
3162,626.1294,365.812,96.49573,374.2369,33.69963,33.04029,49.64591
3163,630.2808,353.602,96.49573,374.4811,33.50427,32.06349,49.96337
3164,632.7228,360.1954,96.49573,371.4286,34.23687,32.23443,50.03663
3165,637.851,359.9512,96.52015,367.5214,33.94383,32.60073,49.98779
3166,637.3626,349.6948,96.52015,366.0562,34.65202,33.99267,50.18315
3167,640.5372,346.5201,96.49573,365.5678,34.31013,33.72405,49.86569
3168,644.9328,355.5556,96.52015,364.4689,34.18803,32.82051,50.18315
3169,641.2698,345.5433,96.52015,363.37,34.13919,34.52992,49.86569
3170,640.0488,343.1013,96.49573,362.6374,34.35897,33.30891,50.40293
3171,637.3626,355.5556,96.47131,363.1258,34.70086,32.86935,49.84127
3172,637.6068,356.044,96.47131,363.4921,33.67521,32.84493,49.74359
3173,638.5836,350.4274,96.47131,363.37,33.43101,33.67521,49.03541
